,Source Name,Author,Title,Description,URL,Published At,Content
47,4Players Portal,Gerrit Menk,Five Night at Freddy's: Kinofilm knackt studiointerne Bestmarke,"film- und serienadaptionen von videospielen erfahren derzeit eine gewisse renaissance und erfreuen sich großer beliebtheit. ein aktueller eintrag in dieser liste ist five nights at freddy’s, basierend auf der gleichnamigen horrorgamereihe.
seit rund einem mon…",https://www.4players.de/4players.php/spielinfonews/Allgemein/42351/2206438/Five_Nights_at_Freddys_Security_Breach-Five_Night_at_Freddys_Kinofilm_knackt_studiointerne_Bestmarke.html,2023-11-28T16:03:00Z,"Film- und Serienadaptionen von Videospielen erfahren derzeit eine gewisse Renaissance und erfreuen sich großer Beliebtheit. Ein aktueller Eintrag in dieser Liste ist Five Nights at Freddy’s, basieren… [+1977 chars]"
49,Biztoc.com,deadline.com,‘Napoleon’ Director Ridley Scott Dismisses Critics: “The French Don’t Even Like Themselves’,"ridley scott has been typically dismissive of critics taking issue with his forthcoming movie napoleon, particularly french ones. while his big-screen epic, starring joaquin phoenix as the embattled french emperor with vanessa kirby as his wife josephine, has…",https://biztoc.com/x/0e15664c9d2c1b96,2023-11-19T13:08:13Z,"Ridley Scott has been typically dismissive of critics taking issue with his forthcoming movie Napoleon, particularly French ones.While his big-screen epic, starring Joaquin Phoenix as the embattled F… [+312 chars]"
50,Biztoc.com,looper.com,The Marvels Star Confirms Monica Rambeau's Cut MCU Superhero Name,"learn more ""the marvels"" does a lot to further cement carol danvers' (brie larson), monica rambeau's (teyonah parris), and kamala khan's (iman vellani) respective places within the marvel cinematic universe. that said, one thing the film doesn't do is give mo…",https://biztoc.com/x/a42fd6155a93acac,2023-12-06T12:44:18Z,"Learn More""The Marvels"" does a lot to further cement Carol Danvers' (Brie Larson), Monica Rambeau's (Teyonah Parris), and Kamala Khan's (Iman Vellani) respective places within the Marvel Cinematic Un… [+306 chars]"
52,ComingSoon.net,Joon Dutta Roy,The Disaster Artist Streaming: Watch & Stream Online via Paramount Plus,"if you’re wondering where to watch the disaster artist online, then you have come to the right place as we have all the streaming details. directed by james franco, the biographical drama film is based on the production of the room, which is deemed as the wor…",https://www.comingsoon.net/guides/news/1419642-the-disaster-artist-streaming-watch-stream-online-via-paramount-plus,2023-11-30T02:43:36Z,"If youre wondering where to watch The Disaster Artist online, then you have come to the right place as we have all the streaming details. Directed by James Franco, the biographical drama film is base… [+3274 chars]"
53,Deadline,Nancy Tartaglione,‘The Marvels’ Projected $110M-$115M Worldwide Debut An All-Time Low For Disney MCU,"remember the bright shining light that was captain marvel when she showed up to shepherd tony stark to safety in the first few minutes of 2019’s avengers: endgame? well, judging by this weekend’s projections for carol danvers’ latest outing, that light has di…",https://deadline.com/2023/11/the-marvels-opening-global-international-box-office-1235600417/,2023-11-11T19:50:44Z,"Remember the bright shining light that was Captain Marvel when she showed up to shepherd Tony Stark to safety in the first few minutes of 2019’s Avengers: Endgame? Well, judging by this weekend’s pro… [+1679 chars]"
54,Eurogamer.es,Josep Maria Sempere,Five Nights at Freddy's ya es el mayor éxito de Blumhouse,"la adaptación cinematográfica de five nights at freddy's, el popular videojuego de terror de scott cawthon, se ha convertido en el mayor éxito en la historia de blumhouse.

el estreno ya fue un récord para la productora norteamericana en su primer fin de sema…",https://www.eurogamer.es/five-nights-at-freddys-ya-es-el-mayor-exito-de-blumhouse,2023-11-28T18:09:43Z,"La adaptación cinematográfica de Five Nights at Freddy's, el popular videojuego de terror de Scott Cawthon, se ha convertido en el mayor éxito en la historia de Blumhouse.
El estreno ya fue un récor… [+1344 chars]"
55,Forbes,"Paul Tassi, Senior Contributor, 
 Paul Tassi, Senior Contributor
 https://www.forbes.com/sites/paultassi/","Like It Or Not, ‘The Marvels’ Has Now Bombed In Every Way Possible","the marvels is better than it's given credit for, but there is no disputing the numbers, and it's bombed on every single level relative to the rest of the mcu.",https://www.forbes.com/sites/paultassi/2023/11/20/like-it-or-not-the-marvels-has-now-bombed-in-every-way-possible/,2023-11-20T14:07:26Z,"The Marvels
MCU
Justice for The Marvels! I cry, as I watch every news story about it torch its performance. I liked the film, I thought it was fun. And while I dont think it deserves to fail, it ve… [+3005 chars]"
56,Presse-citron,Manon Carpentier,Quels sont les films à voir au ciné ce week-end ?,"si vous avez envie de vous faire une toile mais que vous ne savez pas encore quoi aller voir, bonne nouvelle : on fait le point sur les longs métrages à l’affiche des salles obscures à ne pas manquer ce week-end.",https://www.presse-citron.net/quels-sont-les-films-a-voir-au-cine-ce-week-end/,2023-11-24T17:00:37Z,"Cest enfin le week-end ! Si vous navez rien de prévu et que vous avez envie de passer un bon moment, une sortie cinéma est toujours la bienvenue. Surtout quand il fait froid comme en ce moment. Mais … [+4355 chars]"
57,Deadline,Mike Fleming,Eli Roth Back For Second Helping Of Horror With ‘Thanksgiving’ Sequel,"it took a long time for the bird to cook on eli roth’s horror hit thanksgiving, but the second helping is coming fast. sony’s tristar pictures and roth have set a return match for the murderous john carver to return in a sequel to a film that grossed $30 mill…",https://deadline.com/2023/11/eli-roth-thanksgiving-sequel-horror-sony-tristar-1235645265/,2023-11-30T21:00:00Z,"It took a long time for the bird to cook on Eli Roth‘s horror hit Thanksgiving, but the second helping is coming fast. 
Sony’s TriStar Pictures and Roth have the murderous John Carver to return in a… [+964 chars]"
58,Cineblog.it,Pietro Ferraro,La lunga marcia: Francis Lawrence dirigerà il film basato sul racconto di Stephen King,francis lawrence regista di hunger games e io sono leggenda porterà al cinema il romanzo distopico la lunga marcia di stephen king.,https://www.cineblog.it/post/la-lunga-marcia-francis-lawrence-regista,2023-11-29T07:24:41Z,"Francis Lawrence regista di Hunger Games, Constantine e Io sono leggenda ha firmato per dirigere il prossimo adattamento cinematografico del racconto La lunga marcia di Stephen King. Lawrence rimpiaz… [+2657 chars]"
59,Cineblog.it,Pietro Ferraro,"Thanksgiving, recensione: Eli Roth confeziona uno slasher da manuale con brutali tocchi “gore”","leggi la recensione di ""thanksgiving"", il film horror di eli roth con patrick dempsey, rick hoffman e gina gershon.",https://www.cineblog.it/post/thanksgiving-recensione-curiosita-horror,2023-12-03T15:00:36Z,"Grindhouse indica una sala cinematografica con programmazione principalmente dedicata a film a basso costo horror, splatter ed exploitation rivolti ad un pubblico adulto. Grindhouse è anche il titolo… [+10164 chars]"
60,Digital Trends,A.A. Dowd,The Marvels review: the MCU’s shortest film is its biggest mess,captain marvel teams up with two disney+ b-listers for the surprisingly shoddy mcu adventure the marvels.,https://www.digitaltrends.com/movies/marvels-movie-review/,2023-11-10T18:01:02Z,"Marvel movies have always been product, but they used to be extremely well-oiled product: splashy, gleaming multiplex entertainment that hit its marks with the precision of a Stark Industries missile… [+6331 chars]"
61,Footwear News,Amina Ayoud,"Variety’s Power of Women 2023: Dua Lipa in Vivienne Westwood Heels, Emily Blunt in Jimmy Choos, Billie Eilish in Nike Sneakers and More","the event saw the attendance of a variety of fashionably dressed stars, including the likes of emily blunt, meghan markle, billie eilish, carey mulligan, addison rae, garcelle beauvais, dua lipa, margot robbie, jasmin savoy brown and tia mowry among others.",http://footwearnews.com/fashion/celebrity-style/varietys-power-of-women-2023-shoes-1203556594/,2023-11-17T16:12:58Z,"Variety’s Power of Women 2023 event was held at Mother Wolf on Thursday in Los Angeles. The annual occasion highlights notable women and their accomplishments in the music, film and fashion industrie… [+7354 chars]"
62,Bleeding Cool News,Kaitlyn Booth,The Beekeeper: New Poster And Images Released Of David Ayer's New Film,"we are right in the middle of awards season and all the fun that brings, but january is right around the corner, and, in some ways, january is more fun. while it doesn't so much apply anymore, some studios still look at january as the dumping ground for movie…",https://bleedingcool.com/movies/the-beekeeper-new-poster-and-images-released-of-david-ayers-new-film/,2023-11-30T18:47:08Z,"Posted in: MGM, Movies | Tagged: david ayer, jason statham, mgm, the beekeeper
MGM has released a new poster and seven new images from director David Ayer's new film, The Beekeeper. It will be relea… [+2001 chars]"
63,CBM (Comic Book Movie),MarkCassidy,"THE MARVELS Director Nia DaCosta Says She Was ""Pushing For More [SPOILERS]"" In The Movie","in a new interview, the marvels director nia dacosta reveals that she argued with kevin feige about adding more... uncanny characters in the mcu sequel.",https://comicbookmovie.com/captain-marvel/the-marvels/the-marvels-director-nia-dacosta-says-she-was-pushing-for-more-spoilers-in-the-movie-a208043,2023-11-28T02:40:00Z,"We're sure the majority of you have seen The Marvels by now, but just in case, major spoilers follow from this point on.
Towards the end of the Captain Marvel sequel, the villainous Dar-Benn uses bo… [+2324 chars]"
64,Just Jared,Just Jared,Joaquin Phoenix & Vanessa Kirby Attend UK Premiere of ‘Napoleon’ in London,"joaquin phoenix and vanessa kirby are stepping out for the uk premiere of their new movies. joaquin, 49, and vanessa, 35, posed for photos together while arriving at the premiere of napoleon on thursday (november 16) held at odeon luxe leicester square in lon…",https://www.justjared.com/2023/11/16/joaquin-phoenix-vanessa-kirby-attend-uk-premiere-of-napoleon-in-london/,2023-11-16T22:57:26Z,"Joaquin Phoenix and Vanessa Kirby are stepping out for the UK premiere of their new movies.
Joaquin, 49, and Vanessa, 35, posed for photos together while arriving at the premiere of Napoleon on Thur… [+996 chars]"
65,Digital Trends,Blair Marnell,3 underrated movies on Peacock you need to watch in December,enjoy an extraordinary christmas holiday season with these three underrated movies on peacock that you need to watch in december.,https://www.digitaltrends.com/movies/three-underrated-movies-on-peacock-you-need-to-watch-in-december-2023/,2023-12-06T16:30:32Z,"December is in full swing, and a new batch of movies has arrived on Peacock. Along with the usual blockbuster hits and box office bombs, Peacock also offers underrated movies that didn’t get the atte… [+2786 chars]"
66,JoBlo.com,Steve Seigh,David Ayer says he remains hopeful about releasing his cut of DC’s Suicide Squad,"david ayer says he remains optimistic about the ayer cut of suicide squad reaching fans after years of stumbling blocks and campaigning.
the post david ayer says he remains hopeful about releasing his cut of dc’s suicide squad appeared first on joblo.",https://www.joblo.com/suicide-squad-david-ayer-cut-2024/,2023-12-05T20:44:30Z,"David Ayer says he remains optimistic about the Ayer Cut of Suicide Squad reaching fans after years of stumbling blocks and campaigning.
When David Ayer’s Suicide Squad crash-landed in theaters, dis… [+2339 chars]"
67,Decider,mliss1578,Is ‘Thanksgiving’ Streaming On Netflix or Prime Video?,who said slashers are only for halloween?,https://decider.com/2023/11/16/is-thanksgiving-streaming-on-netflix-or-prime-video/,2023-11-16T18:45:00Z,"Who said slashers are only for Halloween? If the upcoming horror Thanksgiving proves anything, it’s that murderous figures can be lurking around during any given holiday. Since the movie is coming ou… [+1779 chars]"
68,Biztoc.com,aol.com,"9 of the most daring looks worn by Addison Rae, one of Gen Z's most fashionable stars","none you probably recognize addison rae from tiktok or instagram, where she has millions of followers. • none but she's also become a style star on the red carpet thanks to her daring fashion sense. • none she often wears see-through gowns, bold cutouts, and …",https://biztoc.com/x/83b9933b07181242,2023-12-04T20:36:10Z,"None You probably recognize Addison Rae from TikTok or Instagram, where she has millions of followers.None But she's also become a style star on the red carpet thanks to her daring fashion sense.None… [+301 chars]"
69,Daily Beast,Allegra Frank,The Hunger Games’ Greatest Legacy: Its Soundtrack,"photo illustration by luis g. rendon/the daily beast/lionsgate
when asked to name the best movie soundtrack of their teen years, twentysomethings often pick something from the twilight franchise—which, fair! those movies gave us “roslyn” by st. vincent and b…",https://www.thedailybeast.com/obsessed/the-hunger-games-franchises-greatest-legacy-is-its-soundtrack,2023-11-21T09:40:18Z,"When asked to name the best movie soundtrack of their teen years, twentysomethings often pick something from the Twilight franchisewhich, fair! Those movies gave us Roslyn by St. Vincent and Bon Iver… [+7980 chars]"
70,IGN,Aarón Márquez,"El director de Borderlands dice que la adaptación cinematográfica no será ""demasiado fiel"" al juego","¿qué parte del primer juego veremos en pantalla? te lo dice él mismo.
los fans llevan mucho tiempo esperando la película de borderlands, pero puede que ahora se decepcionen con las declaraciones de su director.",https://es.ign.com/borderlands-la-pelicula/196026/news/el-director-de-borderlands-dice-que-la-adaptacion-cinematografica-no-sera-demasiado-fiel-al-juego,2023-11-09T17:15:23Z,"Es cierto: Estamos como locos esperando más información sobre la próxima adaptación cinematográfica de Borderlands, prevista para 2024. Un rico mundo postapocalíptico con un diseño intrínsecamente ci… [+2456 chars]"
71,Espinof.com,Víctor López G.,Intentamos averiguar si es más difícil sobrevivir en los Juegos del hambre o en el Black Friday: lo mejor y lo peor de los estrenos de cine,"nuevo viernes en el calendario, nueva selección de estrenos que aterrizan en nuestras salas de cine. esta semana, el regreso de 'los juegos del hambre' en forma de precuela, el slasher más cafre de eli roth —y que no tiene nada que envidiar a los screams y te…",https://www.espinof.com/estrenos/intentamos-averiguar-dificil-sobrevivir-juegos-hambre-black-friday-mejor-peor-estrenos-cine,2023-11-17T08:01:17Z,"Nuevo viernes en el calendario, nueva selección de estrenos que aterrizan en nuestras salas de cine. Esta semana, el regreso de 'Los juegos del hambre' en forma de precuela, el slasher más cafre de E… [+3011 chars]"
72,/FILM,staff@slashfilm.com (Debopriyaa Dutta),How Josh Hutcherson Landed Five Nights At Freddy's Biggest Role,"according to director emma tammi, josh hutcherson immediately grasped what makes the five nights at freddy&amp;#39;s franchise so special.",https://www.slashfilm.com/1441922/josh-hutcherson-landed-five-nights-at-freddys-biggest-role/,2023-11-13T13:45:47Z,"The name Mike Schmidt is not new to those who've played the original ""FNAF"" games, as it has a close connection to Michael Afton (the son of William Afton), who also appears in other ""FNAF""-adjacent … [+1478 chars]"
73,ComingSoon.net,Jeff Ames,Iconic Roles: Joaquin Phoenix’s Best Movie Performances,"ridley scott‘s highly anticipated napoleon is now playing in theaters. if that weren’t enough to lure you off your couches this thanksgiving, napoleon features a talented cast led by the brilliant joaquin phoenix. phoenix has entertained audiences since the ’…",https://www.comingsoon.net/movies/features/1407290-iconic-roles-joaquin-phoenixs-best-movie-performances,2023-11-21T21:57:00Z,"Ridley Scotts highly anticipated Napoleon is now playing in theaters. If that werent enough to lure you off your couches this Thanksgiving, Napoleon features a talented cast led by the brilliant Joaq… [+4588 chars]"
74,Gizmodo.com,Cheryl Eddy,The Marvels' Blazing Final Trailer Is Here,"the first marvels trailer dropped all the way back in april, giving us our first good glimpse of the movie’s superhero-switcheroo hijinks. now, of course, we know a lot more about the captain marvel sequel—but of course marvel can’t resist one last tease befo…",https://gizmodo.com/marvels-final-trailer-mcu-brie-larson-captain-marvel-1850995367,2023-11-07T02:54:00Z,"The first Marvels trailer dropped all the way back in April, giving us our first good glimpse of the movies superhero-switcheroo hijinks. Now, of course, we knowa lot more about the Captain Marvel se… [+1130 chars]"
75,Screen Rant,Emma Wagner,Mike's Return In Five Nights At Freddy's 2 Can't Happen If Sequel Follows The Games,"2023's five nights at freddy's movie follows the game's plot, with mike schmidt as the protagonist. yet, the next installment may not have him return.",https://screenrant.com/five-nights-at-freddys-2-mike-return-not-possible/,2023-12-06T13:30:18Z,"Summary
<ul><li> The Five Nights at Freddy's movie centers around Mike Schmidt but he may not appear in the sequel if it follows the video game storyline. </li><li> The second video game is a preque… [+4066 chars]"
76,I400calci.com,George Rohmer,"Grazie, Eli Roth: la recensione di Thanksgiving","ci voleva davvero eli roth per ricordarci di come erano gli slasher di serie b di una volta? 
l'articolo grazie, eli roth: la recensione di thanksgiving proviene da i400calci.",https://www.i400calci.com/2023/11/grazie-eli-roth-la-recensione-di-thanksgiving/,2023-11-20T07:00:53Z,"Sexiest man alive.
Stavo riflettendo sulla carriera di Eli Roth e sono stato colto da questa rivelazione: Eli Roth è un po’ il Manetti Bros. americano. Ora, prima di agitarvi, tenete presente che ho… [+5479 chars]"
