Source ID,Source Name,Author,Title,Description,URL,URL To Image,Published At,Content
,Marginalrevolution.com,Tyler Cowen,*Napoleon*,"You can’t treat it as a normal movie with anything contextualized or explained.  Nope.  Rather think of it as a crazed male fantasy (the director’s?  Certainly not mine) about one particular way of living, presented large and vivid on the screen, with sex sce…",https://marginalrevolution.com/marginalrevolution/2023/12/napoleon.html,https://marginalrevolution.com/wp-content/uploads/2016/10/MR-logo-thumbnail.png,2023-12-02T20:45:31Z,You can’t treat it as a normal movie with anything contextualized or explained.  Nope.  Rather think of it as a crazed male fantasy (the director’s?  Certainly not mine) about one particular way of l… [+356 chars]
,Variety,Patrick Frater,"China Box Office: ‘Napoleon’ Defeated in Middle Kingdom Campaign, Opens in Fifth Place","Ridley Scott’s historical epic “Napoleon” was cruelly defeated at the mainland Chinese box office, where it opened in only fifth place on its opening weekend. Chinese crime thriller “Across the Furious Sea” headed the mainland China charts for a second weeken…",https://variety.com/2023/film/news/china-box-office-napoleon-defeated-1235820135/,https://variety.com/wp-content/uploads/2023/10/napoleon.jpg?w=1000&h=563&crop=1,2023-12-04T03:49:21Z,"Ridley Scott’s historical epic “Napoleon” was cruelly defeated at the mainland Chinese box office, where it opened in only fifth place on its opening weekend.
Chinese crime thriller “Across the Furi… [+2300 chars]"
,The Indian Express,Entertainment Desk,"Animal box office collection day 5 early reports: Ranbir Kapoor blockbuster approaches Rs 450 cr globally, remains number 1 film ahead of Napoleon and Hunger Games","Animal box office collection day 5 early reports: Ranbir Kapoor's blockbuster film is continuing to reach new heights, as it races towards the Rs 500 crore mark at the global box office.",https://indianexpress.com/article/entertainment/bollywood/animal-box-office-collection-day-5-early-reports-ranbir-kapoor-sandeep-vanga-blockbuster-rs-450-crore-global-9055121/,https://images.indianexpress.com/2023/11/animal.jpeg,2023-12-05T09:29:53Z,"After knocking it out of the park in its first four days of release, director Sandeep Reddy Vanga’s controversial crime thriller, Animal, built on the momentum on day five. Starring Ranbir Kapoor, An… [+2689 chars]"
,Stereogum,James Rettig,"Olivia Rodrigo Accepts Award From St. Vincent, Sings “Can’t Catch Me Now” Live For The First Time","Olivia Rodrigo was presented with a Storyteller Of The Year award at Variety‘s annual Hitmakers brunch. St. Vincent handed over the award, describing her as a “precious baby angel muffin, but if a precious baby angel muffin were also tough as nails and cool a…",https://www.stereogum.com/2244456/olivia-rodrigo-accepts-award-from-st-vincent-sings-cant-catch-me-now-live-for-the-first-time/news/,https://static.stereogum.com/uploads/2023/12/GettyImages-1827090162-1701617413.jpg,2023-12-03T15:31:15Z,"Olivia Rodrigo was presented with a Storyteller Of The Year award at Variety‘s annual Hitmakers brunch. St. Vincent handed over the award, describing her as a “precious baby angel muffin, but if a pr… [+791 chars]"
,PetaPixel,Matt Growcoot,Ridley Scott Used Multiple Cameras While Filming ‘Napoleon’,"Director Ridley Scott has revealed that he always uses at least four cameras while making movies and says his technique paid off for his latest historical epic, Napoleon.
[Read More]",https://petapixel.com/2023/12/05/ridley-scott-used-multiple-cameras-while-filming-napoleon/,https://petapixel.com/assets/uploads/2023/12/Napoleon-premiere.jpg,2023-12-05T14:20:38Z,"Director Ridley Scott and Joaquin Phoenix at the film premiere of Napoleon at the Prado Museum in Madrid, Spain.
Director Ridley Scott has revealed that he always uses at least four cameras while ma… [+2658 chars]"
,Deadline,Valerie Complex,"Scene 2 Seen Podcast: Mackenzie Lansing Discusses SAG Strike, And Auditioning For ‘Hunger Games: The Ballard Of Songbirds & Snakes’","Hello, and welcome to the Scene to Seen Podcast! I am Valerie Complex Associate editor and film writer at Deadline. Today, I’m chatting with actress Mackenzie Lansing who currently stars as Coral, District Four tribute in the latest Hunger Games: Ballad of So…",https://deadline.com/2023/12/scene-2-seen-mackenzie-lansing-discusses-sag-strike-auditioning-for-hunger-games-1235647407/,https://deadline.com/wp-content/uploads/2023/12/Mackenzie-Lansing.jpg?w=1024,2023-12-01T21:48:45Z,"Hello, and welcome to the Scene to Seen Podcast!
I am Valerie Complex Associate editor and film writer at Deadline. Today, I’m chatting with actress Mackenzie Lansing who currently stars as Coral, D… [+1418 chars]"
,/FILM,staff@slashfilm.com (Ryan Scott),The Marvels To Finish Box Office Run As Lowest-Grossing MCU Movie Ever,"Disney will cease reporting box office numbers for The Marvels after just four weekends, as the MCU movie limps towards the finish line.",https://www.slashfilm.com/1461809/marvels-box-office-lowest-grossing-mcu/,https://www.slashfilm.com/img/gallery/the-marvels-to-finish-box-office-run-as-lowest-grossing-mcu-movie-ever/l-intro-1701710991.jpg,2023-12-04T18:00:49Z,We will be analyzing what went wrong here for years to come but let's be clear: there is nothing to celebrate. It's bad for movie theaters that were depending on this movie to help keep ticket sales … [+1563 chars]
,/FILM,staff@slashfilm.com (Ben Pearson),Bob Iger's 'Supervision' Comment About The Marvels Crossed A Line,"On today&amp;#39;s episode of the /Film Daily podcast, Ben and BJ talk about Bob Iger&amp;#39;s absurd comment about The Marvels and whether the Disney CEO is losing his touch.",https://www.slashfilm.com/1460560/bob-iger-supervision-comment-the-marvels-crossed-line/,https://www.slashfilm.com/img/gallery/bob-igers-supervision-comment-about-the-marvels-crossed-a-line/l-intro-1701455102.jpg,2023-12-01T21:28:05Z,"For years, Bob Iger has been seen as one of the most level-headed and respected studio chiefs in Hollywood. The two-time Walt Disney Company CEO has been widely praised for his shrewd deal-making (th… [+1549 chars]"
ign,IGN,Jacob Kienlen,10 Movies Like The Hunger Games to Watch After the Prequel,"Dark dystopian futures, young adult favorites, and more.",https://www.ign.com/articles/best-movies-like-the-hunger-games,https://assets-prd.ignimgs.com/2023/12/01/guns-akimbo-1701457728499.jpg?width=1280,2023-12-03T16:03:00Z,"One of the most popular book-to-movie series in recent history, The Hunger Games hype is not over yet. Based on the 2020 novel The Hunger Games: The Ballad of Songbirds &amp; Snakes, a new movie of t… [+7047 chars]"
cbc-news,CBC News,,The people vs. the ticket giant; the 'Hunger Games' of air travel: CBC's Marketplace cheat sheet,CBC's Marketplace rounds up the consumer and health news you need from the week.,https://www.cbc.ca/news/business/marketplace-cheat-sheet-dec1-1.7046400,https://i.cbc.ca/1.5057974.1700764325!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/packing-for-march-break.jpg,2023-12-03T12:00:00Z,"Miss something this week? Don't panic. CBC's Marketplace rounds up the consumer and health news you need.
Want this in your inbox? Get the Marketplace newsletter every Friday.
The people vs. the ti… [+6282 chars]"
,ComingSoon.net,Jeff Ames,Box Office Results: Beyonce and Godzilla Lead Quiet December Weekend,"The first week of December resulted in a relatively quiet box office, albeit with a few pleasant surprises. Among them is Renaissance: A Film by Beyonce, which took the top domestic spot with $22 million, per Deadline. Sure, this latest concert venture is far…",https://www.comingsoon.net/movies/news/1423776-box-office-results-beyonce-and-godzilla-lead-quiet-december-weekend,"https://www.comingsoon.net/wp-content/uploads/sites/3/2023/12/Box-Office-Beyonce.png?resize=1200,630",2023-12-03T22:04:11Z,"The first week of December resulted in a relatively quiet box office, albeit with a few pleasant surprises. Among them is Renaissance: A Film by Beyonce, which took the top domestic spot with $22 mil… [+2738 chars]"
,IndieWire,Anne Thompson,Ridley Scott’s ‘Napoleon’: Writer David Scarpa Explains What’s True and False,"And shorter is better, he says. No soup-to-nuts biopic here.",https://www.indiewire.com/awards/consider-this/ridley-scott-napoleon-writer-david-scarpa-true-false-1234931486/,https://www.indiewire.com/wp-content/uploads/2023/11/NAPO_Feature_AM_00260_r.jpg,2023-12-02T17:30:00Z,"Napoleon completists, beware. You will not see the entire story of the infamous Emperor of France in Ridley Scott’s two-and-a-half hour “Napoleon” (Apple Original Films and Columbia Pictures). Scott’… [+14530 chars]"
,IndieWire,Jim Hemphill,Ridley Scott’s Multiple Cameras Gave Us Joaquin Phoenix Grunting Like a Pig in ‘Napoleon’,Scott explains why he never shoots with fewer than four cameras even in dialogue scenes.,https://www.indiewire.com/features/craft/napoelon-ridley-scott-sex-scenes-joaquin-phoenix-1234930467/,https://www.indiewire.com/wp-content/uploads/2023/12/Napoleon-toolki.png,2023-12-04T22:00:00Z,"Ever since he convinced cinematographer Sławomir Idziak to cover the elaborate action sequences in “Black Hawk Down” with 11 cameras, Ridley Scott has been evolving a multi-camera style that is as cr… [+3041 chars]"
,Sky Sports,Micah Richards,Richards: Something not right at Man City,"Manchester City's defensive organisation is currently ""non-existent"" and their inability to control games late on could cost them their fourth straight Premier League title, fears Micah Richards.",https://www.skysports.com/football/news/11095/13022291/manchester-city-3-3-tottenham-something-not-quite-right-at-premier-league-champions-says-micah-richards,https://e0.365dm.com/23/12/1600x900/skysports-man-city-tottenham_6381341.jpg?20231203192715,2023-12-03T19:14:00Z,"Manchester City's defensive organisation is currently ""non-existent"" and their inability to control games late on could cost them their fourth straight Premier League title, fears Micah Richards.
De… [+7982 chars]"
,Deadline,Armando Tinoco,Meg Ryan Defends Son Jack Quaid Of ‘Nepo Baby’ Label: “That Nepo Stuff Is So Dismissive Of His Work Ethic”,"Meg Ryan is not standing by silently and letting people label her actor son Jack Quaid a nepo baby, a term used for kids of famous parents. Quaid is the son of Ryan and actor Dennis Quaid. In a new interview, Ryan defends her son of the label, calling it “dis…",https://deadline.com/2023/12/meg-ryan-defends-son-jack-quaid-nepo-baby-label-1235649710/,https://deadline.com/wp-content/uploads/2023/12/meg-ryan-jack-quaid.jpg?w=1024,2023-12-03T00:52:19Z,"Meg Ryan is not standing by silently and letting people label her actor son Jack Quaid a nepo baby, a term used for kids of famous parents. Quaid is the son of Ryan and actor Dennis Quaid.
In a new … [+1359 chars]"
,Deadline,Bruce Haring,"‘The Marvels’ Lacked On-Set Supervision, Bob Iger Admits In Analysis Of Its Dismal Box Office","Disney CEO Bob Iger blames the pandemic effect as part of the reason for the dismal box office results on The Marvels. Speaking at a New York Times business summit earlier this week, Iger said the studio needs some revitalization. ″The Marvels was shot during…",https://deadline.com/2023/12/the-marvels-lacked-on-set-supervision-bob-iger-admits-1235649619/,https://deadline.com/wp-content/uploads/2023/11/GettyImages-1465828506.jpg?w=1024,2023-12-02T16:52:21Z,"Disney CEO Bob Iger blames the pandemic effect as part of the reason for the dismal box office results on The Marvels. 
Speaking at a New York Times business summit earlier this week, Iger said the … [+1403 chars]"
,Screen Rant,Brennan Klein,Napoleon Rotten Tomatoes Scores Quietly Turn To Splats Despite Thanksgiving Box Office Surge,"Napoleon, the new Ridley Scott movie starring Joaquin Phoenix, sees its Rotten Tomatoes scores sink despite its Thanksgiving box office success.",https://screenrant.com/napoleon-movie-rotten-tomatoes-score-splat-change/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/12/joaquin-phoenix-as-napoleon-with-a-rotten-tomatoes-splat.jpg,2023-12-01T16:00:34Z,"Summary
<ul><li> Despite its initial success at the box office, Napoleon Rotten Tomatoes scores have now dropped below the ""Fresh"" threshold. </li><li> With a lukewarm critic score of 59% and an aud… [+2913 chars]"
,Screen Rant,Brennan Klein,"Napoleon Box Office Stumbles, Falls Right Off The Chart In Week 2","Ridley Scott's new historical epic Napoleon, starring Joaquin Phoenix, takes a dive at the domestic box office during its second weekend.",https://screenrant.com/napoleon-box-office-second-weekend-update/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/12/joaquin-phoenix-as-napoleon.jpg,2023-12-03T16:38:16Z,"Summary
<ul><li> Napoleon's box office reign faces a dramatic collapse, with a staggering 66% drop in its second weekend, securing the 6th spot on the domestic chart. </li><li> Despite initially cla… [+2675 chars]"
,Screen Rant,Sarah Little,Why Does Lucy Gray Baird Have A Southern Accent In Ballad Of Songbirds & Snakes?,"Rachel Zegler plays Lucy Gray Baird with a Southern accent in The Hunger Games: The Ballad of Songbirds &amp; Snakes, and some are curious why.",https://screenrant.com/ballad-songbirds-snakes-lucy-gray-baird-accent-explained/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/10/hunger-games-ballad-songbirds-snakes-lucy-gray-history-actress-explained-1.jpg,2023-12-03T17:35:14Z,"Summary
<ul><li> Lucy Gray's Southern accent in the movie was likely a deliberate choice, adding to the charm and folksy nature of her character in the story. </li><li> Her accent could be explained… [+3414 chars]"
,Screen Rant,Aleena Malik,Sejanus' Fate In Ballad Of Songbirds & Snakes References A Dark Catching Fire Arena Detail,"The Ballad of Songbirds &amp; Snakes connects to The Hunger Games in numerous meaningful ways, but the darkest reference lies in Sejanus' fate.",https://screenrant.com/ballad-songbirds-snakes-sejanus-death-catching-fire-jabberjays/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/sejanus-plinthe-poster.jpg,2023-12-04T13:45:17Z,"Warning: This post contains major spoilers for The Hunger Games: The Ballad of Songbirds and Snakes
Summary
<ul><li> Sejanus's tragic death at the hands of Snow showcases the depths of Snow's manip… [+3757 chars]"
,Screen Rant,Sarah Little,Ballad Of Songbirds & Snakes' Biggest Connections To The Hunger Games Movies,The Ballad of Songbirds &amp; Snakes serves as a prequel to the first four Hunger Games movies and contains plenty of connections to the other films.,https://screenrant.com/hunger-games-ballad-songbirds-snakes-movie-connections-easter-eggs/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/11/hunger-games-ballad-songbirds-snakes-movie-connections-easter-eggs.jpg,2023-12-01T13:00:21Z,"Summary
<ul><li> The prequel film contains many connections to the first four Hunger Games movies, including familiar names, places, and songs. </li><li> Coriolanus Snow, as an 18-year-old mentor, i… [+9112 chars]"
,Screen Rant,"Shawn S. Lealos, Angel Shaw",10 Things To Know About Coriolanus Snow Before The Hunger Games Prequel,"President Snow was the ruthless dictator of the Hunger Games, but what was his life like before the start of Katniss' story?",https://screenrant.com/things-to-know-coriolanus-snow-hunger-games-prequel/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/12/snow-as-an-older-man-and-a-younger-man.jpg,2023-12-05T13:40:16Z,"Summary
<ul><li> The Hunger Games prequel reveals the backstory of Coriolanus Snow, showing that he was once a sympathetic character and suffered greatly during the war and after. </li><li> Coriolan… [+8745 chars]"
ign,IGN,IGN BRANDED,How to Vote for Your Favorite Game in the “2023 Video Game Bracket”,,https://www.ign.com/articles/how-to-vote-for-your-favorite-game-in-the-2023-video-game-bracket,https://assets-prd.ignimgs.com/2023/12/05/best-of-2023-1701374448470-1701786257877.jpg?width=1280,2023-12-05T14:00:00Z,"The Legend of Zelda: Tears of the Kingdom, Baldurs Gate 3, Final Fantasy 16, Resident Evil 4 Remake, and so many more 2023 has been a defining year for video games. 
We want to know how you think th… [+3171 chars]"
,Screen Rant,Brennan Klein,Ballad Of Songbirds & Snakes Box Office Crosses Major Global Milestone,The Hunger Games: The Ballad of Songbirds and Snakes passes a major milestone at the worldwide box office as its run continues into December.,https://screenrant.com/ballad-songbirds-snakes-movie-box-office-200-million-global-milestone/,https://static1.srcdn.com/wordpress/wp-content/uploads/2023/12/tom-blyth-as-coriloanus-snow-in-a-peacekeeper-uniform-in-the-hunger-games-the-ballad-of-songbirds-and-snakes.jpg,2023-12-02T19:43:16Z,"Summary
<ul><li> The Hunger Games: The Ballad of Songbirds and Snakes has achieved a significant milestone at the box office, earning over $200 million worldwide. </li><li> The movie has shown stron… [+2774 chars]"
,Variety,Jon Burlingame,Laura Karpman Talks ‘Unbelievable’ Year Scoring Both ‘The Marvels’ and ‘American Fiction’,"Laura Karpman is one of very few composers who has made a genuine difference in the scoring community. A five-time Emmy winner, she co-founded the Alliance for Women Film Composers, which is widely credited with helping to propel the nearly invisible communit…",https://variety.com/2023/artisans/news/laura-karpman-composer-the-marvels-american-fiction-1235818075/,https://variety.com/wp-content/uploads/2023/12/Karpman.jpg?w=1000&h=563&crop=1,2023-12-02T16:10:00Z,"Laura Karpman is one of very few composers who has made a genuine difference in the scoring community. A five-time Emmy winner, she co-founded the Alliance for Women Film Composers, which is widely c… [+4683 chars]"
,Quartz India,Germain Lussier,Disney is not responding well to its first Marvel Studios bomb in 15 years,"Marvel Studios is not reacting well, at all, to having its first real box office bomb in 15 years. After years of unprecedented success, including four of the 10 highest-grossing films of all time, the studio’s latest release, The Marvels, is on the opposite …",https://qz.com/marvels-box-office-disney-brie-larson-samuel-l-jackson-1851073400,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/d6c1c4d12764e7cefe997ab4163b8c00.jpg",2023-12-05T14:24:00Z,"Marvel Studios is not reacting well, at all, to having its first real box office bomb in 15 years. After years of unprecedented success, including four of the 10 highest-grossing films of all time, t… [+3667 chars]"
,Forbes,"Conor Murray, Forbes Staff, 
 Conor Murray, Forbes Staff
 https://www.forbes.com/sites/conormurray/","All The Records (Good And Bad) Set By ‘The Marvels,’ Marvel’s Lowest-Grossing Film",“The Marvels” has overtaken “The Incredible Hulk” as the lowest-grossing Marvel Cinematic Universe film.,https://www.forbes.com/sites/conormurray/2023/12/04/all-the-records-good-and-bad-set-by-the-marvels-marvels-lowest-grossing-film/,"https://imageio.forbes.com/specials-images/imageserve/656e0a8d26e96a570f5b0fc3/0x0.jpg?format=jpg&crop=1693,952,x0,y71,safe&height=900&width=1600&fit=bounds",2023-12-04T17:22:32Z,"The Marvels will end its theatrical run as the Marvel Cinematic Universes lowest-grossing film, Variety reported, one of many unfortunate records that film has set for the superhero franchise.
""The … [+4909 chars]"
,Queerty.com,Jake Thompson,"Timothée Chalamet gets twinked, Beyoncé’s silver Renaissance, Hunter Schafer slays ‘The Hunger Games’","From Beyonce‘s Renaissance sparkle to a Lady Gaga milestone, here’s just a taste of what’s been buzzing on our social accounts.",https://www.queerty.com/timothee-chalamet-gets-twinked-beyonces-silver-renaissance-hunter-schafer-slays-the-hunger-games-20231203,"https://adabgmwwup.cloudimg.io/v7/_queerty-prodweb_/2023/11/timotheebeyoncehunter.png?auto=format&auto=compress&fit=crop&gravity=50p,0p&w=1200&h=630&force_format=jpeg&wat=1&wat_gravity=southeast&wat_pad=70",2023-12-03T20:00:00Z,"If you dont follow @Queerty on Instagram, Twitter, Facebook, Tiktok and Threads, youre only getting half the story. 
From Beyonces Renaissance sparkle to a Lady Gaga milestone, heres just a taste of… [+472 chars]"
polygon,Polygon,Toussaint Egan,Rick and Morty opened a portal to the multiverse and the rest of pop culture jumped through,"Rick and Morty celebrates its 10th anniversary this weekend. Here’s how the show has left its mark on popular culture, from advertising to the MCU.",https://www.polygon.com/23983297/rick-morty-10th-anniversary-mcu-multiverse,https://cdn.vox-cdn.com/thumbor/DYsOdifraJfU8WzMz_dXBqLPir4=/0x43:1920x1048/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/25124965/Total_Rickall.jpg,2023-12-02T17:00:00Z,"Its been 10 years since Rick and Morty premiered on Adult Swim, and in that time its grown to reshape all of pop culture in its image through its idiosyncratic blend of dark humor, irreverent creativ… [+5695 chars]"
,GoNintendo,rawmeatcowboy,Five Night's at Freddy's becomes 2023's highest-grossing horror movie,"Call me crazy, but I smell a sequel",https://gonintendo.com/contents/29497-five-night-s-at-freddy-s-becomes-2023-s-highest-grossing-horror-movie,https://gonintendo.com/attachments/image/40440/file/medium-b40bed180c6ab92ad9272b66d3b7b2b1.png,2023-12-05T06:31:00Z,"Five Nights at Freddys started breaking records at the box office right out of the gate, when it became production studio Blumhouses biggest opening weekend of all time, as well as the biggest debut … [+596 chars]"
,GQ Magazine,Esther Zuckerman,This Was the Year of Extremely Awkward Joaquin Phoenix Love Scenes,"He's always been a daring actor. But in 'Beau is Afraid' and 'Napoleon,' he did some of his best work ever—by leaning into the comedy of sexual ineptitude.",https://www.gq.com/story/this-was-the-year-of-really-weird-joaquin-phoenix-love-scenes,"https://media.gq.com/photos/656e2e5f9c3bd4403a3e0512/16:9/w_1280,c_limit/year_of_joaquin.jpg",2023-12-04T23:12:40Z,"Napoleon, on the other hand, is, yknow, an emperorone of the most powerful men in history. But as played by Phoenix, he's also something of an insecure child-man. Scott allows Phoenix to use his Amer… [+1911 chars]"
politico,Politico,Christopher Cadelago and Kimberly Leonard,It was Hannity and DeSantis v. Newsom in messy Fox debate,The Fox News host often grilled Newsom but couldn't control the candidates.,https://www.politico.com/news/2023/12/01/newsom-desantis-hannity-fox-debate-00129531,https://cf-images.us-east-1.prod.boltdns.net/v1/static/1155968404/c640ce02-33ab-41e5-80d8-217c0d4d470b/516fed7d-963b-4222-b66b-e51108bfe07e/1280x720/match/image.jpg,2023-12-01T05:29:23Z,"Hes in a death spiral, Newsom said.
The California governor pleased the White House with frequent defenses of President Joe Biden, Bidenomics, and by correcting DeSantis pronunciation of Kamala Harr… [+5923 chars]"
